Локальный идентификатор;Наименование;Долгота в WGS-84;Широта в WGS-84;Станция метрополитена;Линия;Режим работы по чётным дням;Режим работы по нечётным дням;Количество полнофункциональных БПА (все типы билетов);Количество малофункциональных БПА (билеты на 1 и 2 поездки);Общее количество БПА;Ремонт эскалаторов;global_id;Геоданные
857;Александровский сад, вход-выход 2 в подземный вестибюль;37.6101956;55.7522365;Александровский сад;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:44:30, в сторону станции метро «Международная» в 05:56:30; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:30, в сторону станции метро «Международная» в 05:56:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";;3;3;;1774360;{type=Point, coordinates=[37.6101956302844, 55.7522361317197]}
195;Алма-Атинская, вход-выход в северный вестибюль;37.7668521;55.6321187;Алма-Атинская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:30, по 2 пути в 05:45:45; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:53:35; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:02:30";;4;4;;1774361;{type=Point, coordinates=[37.7668521301398, 55.6321183305594]}
733;Лермонтовский проспект, вход-выход 3 во 2-й вестибюль;37.8531582;55.6998796;Лермонтовский проспект;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:46:05; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:30, по 2 пути в 05:46:45; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:45";;3;3;;1774362;{type=Point, coordinates=[37.8531582301507, 55.6998792313266]}
734;Лермонтовский проспект, вход-выход 4 во 2-й вестибюль;37.8535665;55.6996757;Лермонтовский проспект;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:46:05; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:30, по 2 пути в 05:46:45; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:45";;3;3;;1774363;{type=Point, coordinates=[37.8535665306163, 55.6996753312122]}
736;Кузьминки, вход-выход 2 в восточный вестибюль;37.7673191;55.705595;Кузьминки;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:05, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:50, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";;5;5;;1774364;{type=Point, coordinates=[37.7673191302583, 55.7055946312854]}
737;Кузьминки, вход-выход 3 в восточный вестибюль;37.766992;55.704878;Кузьминки;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:05, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:50, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";;5;5;;1774365;{type=Point, coordinates=[37.7669920303061, 55.704877631108]}
739;Кузьминки, вход-выход 1 в западный вестибюль;37.7644433;55.705971;Кузьминки;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:05, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:50, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";;3;3;;1774366;{type=Point, coordinates=[37.7644433301864, 55.7059706312782]}
742;Кузьминки, вход-выход 4 в западный вестибюль;37.764105;55.705253;Кузьминки;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:05, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:50, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:18:35";;3;3;;1774367;{type=Point, coordinates=[37.7641050309376, 55.7052526312555]}
744;Текстильщики, вход-выход 2 в западный вестибюль;37.729567;55.708417;Текстильщики;Таганско-Краснопресненская линия;"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:50, по 2 пути в 05:41:40; последний поезд по 1 пути в 01:43:15, по 2 пути в 01:19:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:40, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";;5;5;;1774368;{type=Point, coordinates=[37.7295670307327, 55.7084166312869]}
745;Текстильщики, вход-выход 3 в западный вестибюль;37.7293094;55.7084281;Текстильщики;Таганско-Краснопресненская линия;"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:50, по 2 пути в 05:41:40; последний поезд по 1 пути в 01:43:15, по 2 пути в 01:19:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:40, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";;5;5;;1774369;{type=Point, coordinates=[37.7293094307404, 55.7084277314006]}
